content_id,user_id,event_type,event_ts,duration_ms,device,raw_payload
78600362-d470-46ad-993c-039ae575e861,ca74a59a-24ea-4f2e-a9ea-a1f62294e20c,play,2026-01-11T18:26:18.750818Z,225557,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,f38f50f0-d4f5-42d7-9535-9fe409ef7a64,click,2026-01-11T18:18:18.750827Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,e2cdbd04-0efc-49f4-82bc-c8398a7a5174,play,2026-01-11T18:49:18.750836Z,133086,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,35aab8ae-e87a-4c68-9ee1-0827f0ade076,finish,2026-01-11T18:08:18.750845Z,81218,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,4bfafc0c-e46c-4d21-9677-9285d53efd25,click,2026-01-11T18:17:18.750855Z,,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,d5355d13-565d-4da9-b1ab-be39f6b75a00,finish,2026-01-11T18:05:18.750864Z,73307,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,f8ed9634-ea53-46cb-bc71-6560ea50c624,pause,2026-01-11T18:13:18.750873Z,112594,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,04da9967-0d3e-4666-b91d-f3aaf0df2b60,click,2026-01-11T18:45:18.750882Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,23119bd7-59e4-48aa-89e4-7e6f0b54ef40,pause,2026-01-11T17:55:18.750891Z,154994,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,1ab8db7b-5d44-42c9-b1ba-4a813a5e3fa4,pause,2026-01-11T18:03:18.750901Z,7915,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,043c7b08-1c73-4943-966a-06cabb17dbc2,click,2026-01-11T17:57:18.750910Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,52c07a23-8305-41c6-8cac-d9f0debbc315,play,2026-01-11T18:31:18.750919Z,145429,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,ed5bc6e6-157f-4fb6-85cb-b91520fa0e38,pause,2026-01-11T18:28:18.750928Z,3577,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,b7d7d3a3-cb4b-4dcd-ac9c-8f447d7923d0,click,2026-01-11T17:57:18.750937Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,47f35ecd-7886-4871-b77f-c18769faccf9,play,2026-01-11T18:39:18.750946Z,147386,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,a1c6aaed-1241-438c-b797-0e5d27c63de0,play,2026-01-11T18:43:18.750955Z,122055,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,81cf7d96-071b-44d1-85f3-5d2c4e6ba07d,pause,2026-01-11T18:39:18.751052Z,224587,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,33677b1e-9485-4852-93b5-a780ee7d36fd,pause,2026-01-11T18:54:18.751064Z,29014,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,6a159db9-375d-44ec-8c45-6165fd7a4706,pause,2026-01-11T18:12:18.751074Z,128367,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,43cdd9a4-6cf8-445b-87a7-f3f0da1be501,pause,2026-01-11T18:48:18.751083Z,173578,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,31175ac0-bdd7-40af-8473-9c45e0eb12a1,click,2026-01-11T18:22:18.751092Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,249da285-49b2-4d7b-b354-08e451c409c4,pause,2026-01-11T17:56:18.751101Z,38823,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,67fa6609-b75c-40fe-a114-f891ad0dd9cf,finish,2026-01-11T18:08:18.751110Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,8ec8127c-5561-493e-bad5-2a94ca0f9fa0,click,2026-01-11T17:57:18.751119Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,5e378832-5f4c-439c-9453-a128b310331f,finish,2026-01-11T18:50:18.751128Z,12423,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
78600362-d470-46ad-993c-039ae575e861,26f983e0-ffd1-4c06-978d-f99ba070e467,click,2026-01-11T18:32:18.751137Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,e5d57cc7-5362-41cb-bfa8-1a0f0585a4f7,click,2026-01-11T18:22:18.751146Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,6f2fa307-2d51-43d2-a63c-2a1e01140f8e,click,2026-01-11T18:18:18.751155Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,13fe16e0-c34d-41d5-9dec-95cd9e5c3c8d,click,2026-01-11T18:18:18.751164Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
78600362-d470-46ad-993c-039ae575e861,cae04cd8-1f3b-45f7-8198-3203cc2487c6,pause,2026-01-11T18:37:18.751172Z,69437,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,8e1ea5a6-43fc-4dc8-b4d9-9c6499ca458e,pause,2026-01-11T18:46:18.751182Z,,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,fc6c966f-6975-48dc-b625-ac2270478d45,click,2026-01-11T18:42:18.751191Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,561fd6ac-7441-4766-81e6-5b2afebadc1b,play,2026-01-11T18:16:18.751200Z,1611510,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,23576ae7-2a96-40b3-bbb3-10a9db7c3c7b,finish,2026-01-11T18:53:18.751210Z,,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,ec4aecf2-d68f-4ead-87aa-dd622d0051e0,pause,2026-01-11T18:26:18.751219Z,737664,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,aec414a3-ae82-45eb-bca3-e59d03756814,play,2026-01-11T18:10:18.751228Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,6224f2fb-4374-4b0a-874c-5ad9f8c43774,finish,2026-01-11T18:50:18.751237Z,1211695,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,c669046e-c4dd-4fa0-8d40-c11094425db5,finish,2026-01-11T18:18:18.751246Z,148367,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,068e2fa8-1f9b-456a-acee-78a310c51ab6,click,2026-01-11T18:08:18.751255Z,,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,79cdf34d-38c3-499d-992d-6b249922e63d,pause,2026-01-11T18:16:18.751264Z,1592834,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,8ea282d8-cccf-4d09-9f18-1d4c786f72b5,pause,2026-01-11T18:55:18.751273Z,558218,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,40121cd5-a7be-4529-af97-a9e6c2b710cc,play,2026-01-11T18:06:18.751293Z,1010433,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,6a05a4f6-e204-424a-b3f8-720a24b70d2e,pause,2026-01-11T17:56:18.751304Z,1686490,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,299b7ac5-3d34-418d-9b45-8dcf27fdb2f6,pause,2026-01-11T18:03:18.751313Z,1064193,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,b0f89ab3-1772-4fd2-8be2-d636bda2cf7d,pause,2026-01-11T18:35:18.751323Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,e4c1d39d-f90a-4e94-9187-60b99dfb6f68,finish,2026-01-11T18:46:18.751332Z,1659553,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,69bc722b-6214-4687-8684-6e91340e7fe4,play,2026-01-11T18:41:18.751341Z,636048,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,a36c9666-9034-424f-861c-2f2847dcb632,click,2026-01-11T17:59:18.751350Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,df03ed68-31f8-47ef-a59c-7d49697e3916,click,2026-01-11T18:19:18.751359Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,7ad67c31-73f8-4b4e-b726-288dd4e58dec,pause,2026-01-11T18:27:18.751368Z,1721704,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,61b54481-140c-4a34-a822-40f0f8015b77,play,2026-01-11T18:48:18.751377Z,412346,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,b1743573-8625-4c89-9ca9-77b156ed4400,finish,2026-01-11T18:04:18.751386Z,,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,98e54bb3-bc66-451a-930b-c0e8316f6f00,click,2026-01-11T18:18:18.751395Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,a85e5693-8066-4d5f-8218-a7bb5ce4e146,play,2026-01-11T18:19:18.751404Z,474695,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,19f3c4b6-cc10-437b-af6d-98ab77f2ca09,pause,2026-01-11T18:14:18.751413Z,798254,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,fb2810c2-6eb5-4f86-831a-c5237453a994,click,2026-01-11T18:36:18.751422Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,b51855fd-4976-4b61-8340-2d2597f6caef,click,2026-01-11T18:08:18.751431Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,d3371cc6-c064-41a8-b49a-0ab593232571,pause,2026-01-11T18:19:18.751440Z,110188,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,2a8bf37d-ad04-4118-bf7f-c9752e3a005a,play,2026-01-11T18:30:18.751449Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,088d0a75-d561-4568-8d10-6835e9ba0e23,play,2026-01-11T18:18:18.751457Z,2028805,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,a5e7d02b-7872-4cad-893a-8c5d46e37c49,click,2026-01-11T18:32:18.751467Z,,android,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,6d90674f-be5d-45cb-aa4f-ae1950880fd4,finish,2026-01-11T18:53:18.751475Z,1550386,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,27bd9e12-ce21-4dd3-9540-2fe864010081,play,2026-01-11T18:41:18.751485Z,596617,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,68bc6332-523e-4b20-8d73-cd5af50e7446,pause,2026-01-11T18:32:18.751494Z,285409,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,9a0ebf69-aada-42ab-9ebb-57311de7d637,pause,2026-01-11T18:48:18.751503Z,443070,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,06ae250e-1ec8-403f-83d4-86cea19684c3,finish,2026-01-11T18:43:18.751512Z,1120880,web-chrome,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,920ddf9d-b0ef-4811-9040-f0d9cfec48c7,play,2026-01-11T18:29:18.751530Z,313683,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,782c3b10-e764-47c1-8f6c-9851929233d1,play,2026-01-11T18:23:18.751541Z,624875,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": true}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,0d7b6fbc-049f-41d6-87bd-3a8fd6a08bcb,click,2026-01-11T18:23:18.751551Z,,web-safari,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
c2985d2f-489f-41ca-aa3a-886ffa1b6322,32ca925f-74a7-469e-ac0d-3cf4baee50f5,click,2026-01-11T18:38:18.751560Z,,ios,"{""country"": ""SA"", ""city"": ""Riyadh"", ""language"": ""ar"", ""user_type"": ""registered"", ""is_subscribed"": true, ""trial_user"": false, ""autoplay"": false, ""is_background_play"": false}"
