event_id,content_id,user_id,event_type,event_ts,duration_ms,device,raw_payload,content_type,length_seconds,engagement_seconds,engagement_pct
4813,78600362-d470-46ad-993c-039ae575e861,e2cdbd04-0efc-49f4-82bc-c8398a7a5174,play,2026-01-11 18:49:18.750836+00:00,133086.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,133.086,0.57
4814,78600362-d470-46ad-993c-039ae575e861,35aab8ae-e87a-4c68-9ee1-0827f0ade076,finish,2026-01-11 18:08:18.750845+00:00,81218.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,81.218,0.35
4815,78600362-d470-46ad-993c-039ae575e861,4bfafc0c-e46c-4d21-9677-9285d53efd25,click,2026-01-11 18:17:18.750855+00:00,,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4816,78600362-d470-46ad-993c-039ae575e861,d5355d13-565d-4da9-b1ab-be39f6b75a00,finish,2026-01-11 18:05:18.750864+00:00,73307.0,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,73.307,0.31
4817,78600362-d470-46ad-993c-039ae575e861,f8ed9634-ea53-46cb-bc71-6560ea50c624,pause,2026-01-11 18:13:18.750873+00:00,112594.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,112.594,0.48
4818,78600362-d470-46ad-993c-039ae575e861,04da9967-0d3e-4666-b91d-f3aaf0df2b60,click,2026-01-11 18:45:18.750882+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4819,78600362-d470-46ad-993c-039ae575e861,23119bd7-59e4-48aa-89e4-7e6f0b54ef40,pause,2026-01-11 17:55:18.750891+00:00,154994.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,154.994,0.66
4820,78600362-d470-46ad-993c-039ae575e861,1ab8db7b-5d44-42c9-b1ba-4a813a5e3fa4,pause,2026-01-11 18:03:18.750901+00:00,7915.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,7.915,0.03
4821,78600362-d470-46ad-993c-039ae575e861,043c7b08-1c73-4943-966a-06cabb17dbc2,click,2026-01-11 17:57:18.750910+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4822,78600362-d470-46ad-993c-039ae575e861,52c07a23-8305-41c6-8cac-d9f0debbc315,play,2026-01-11 18:31:18.750919+00:00,145429.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,145.429,0.62
4823,78600362-d470-46ad-993c-039ae575e861,ed5bc6e6-157f-4fb6-85cb-b91520fa0e38,pause,2026-01-11 18:28:18.750928+00:00,3577.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,3.577,0.02
4824,78600362-d470-46ad-993c-039ae575e861,b7d7d3a3-cb4b-4dcd-ac9c-8f447d7923d0,click,2026-01-11 17:57:18.750937+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4825,78600362-d470-46ad-993c-039ae575e861,47f35ecd-7886-4871-b77f-c18769faccf9,play,2026-01-11 18:39:18.750946+00:00,147386.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,147.386,0.63
4826,78600362-d470-46ad-993c-039ae575e861,a1c6aaed-1241-438c-b797-0e5d27c63de0,play,2026-01-11 18:43:18.750955+00:00,122055.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,122.055,0.52
4827,78600362-d470-46ad-993c-039ae575e861,81cf7d96-071b-44d1-85f3-5d2c4e6ba07d,pause,2026-01-11 18:39:18.751052+00:00,224587.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,224.587,0.96
4828,78600362-d470-46ad-993c-039ae575e861,33677b1e-9485-4852-93b5-a780ee7d36fd,pause,2026-01-11 18:54:18.751064+00:00,29014.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,29.014,0.12
4829,78600362-d470-46ad-993c-039ae575e861,6a159db9-375d-44ec-8c45-6165fd7a4706,pause,2026-01-11 18:12:18.751074+00:00,128367.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,128.367,0.55
4830,78600362-d470-46ad-993c-039ae575e861,43cdd9a4-6cf8-445b-87a7-f3f0da1be501,pause,2026-01-11 18:48:18.751083+00:00,173578.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,173.578,0.74
4831,78600362-d470-46ad-993c-039ae575e861,31175ac0-bdd7-40af-8473-9c45e0eb12a1,click,2026-01-11 18:22:18.751092+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,,
4832,78600362-d470-46ad-993c-039ae575e861,249da285-49b2-4d7b-b354-08e451c409c4,pause,2026-01-11 17:56:18.751101+00:00,38823.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,38.823,0.17
4833,78600362-d470-46ad-993c-039ae575e861,67fa6609-b75c-40fe-a114-f891ad0dd9cf,finish,2026-01-11 18:08:18.751110+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4834,78600362-d470-46ad-993c-039ae575e861,8ec8127c-5561-493e-bad5-2a94ca0f9fa0,click,2026-01-11 17:57:18.751119+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4835,78600362-d470-46ad-993c-039ae575e861,5e378832-5f4c-439c-9453-a128b310331f,finish,2026-01-11 18:50:18.751128+00:00,12423.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,12.423,0.05
4836,78600362-d470-46ad-993c-039ae575e861,26f983e0-ffd1-4c06-978d-f99ba070e467,click,2026-01-11 18:32:18.751137+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4837,78600362-d470-46ad-993c-039ae575e861,e5d57cc7-5362-41cb-bfa8-1a0f0585a4f7,click,2026-01-11 18:22:18.751146+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4838,78600362-d470-46ad-993c-039ae575e861,6f2fa307-2d51-43d2-a63c-2a1e01140f8e,click,2026-01-11 18:18:18.751155+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4839,78600362-d470-46ad-993c-039ae575e861,13fe16e0-c34d-41d5-9dec-95cd9e5c3c8d,click,2026-01-11 18:18:18.751164+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",newsletter,234,,
4840,78600362-d470-46ad-993c-039ae575e861,cae04cd8-1f3b-45f7-8198-3203cc2487c6,pause,2026-01-11 18:37:18.751172+00:00,69437.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",newsletter,234,69.437,0.3
4841,c2985d2f-489f-41ca-aa3a-886ffa1b6322,8e1ea5a6-43fc-4dc8-b4d9-9c6499ca458e,pause,2026-01-11 18:46:18.751182+00:00,,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4842,c2985d2f-489f-41ca-aa3a-886ffa1b6322,fc6c966f-6975-48dc-b625-ac2270478d45,click,2026-01-11 18:42:18.751191+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,,
4843,c2985d2f-489f-41ca-aa3a-886ffa1b6322,561fd6ac-7441-4766-81e6-5b2afebadc1b,play,2026-01-11 18:16:18.751200+00:00,1611510.0,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,1611.51,0.7
4844,c2985d2f-489f-41ca-aa3a-886ffa1b6322,23576ae7-2a96-40b3-bbb3-10a9db7c3c7b,finish,2026-01-11 18:53:18.751210+00:00,,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4845,c2985d2f-489f-41ca-aa3a-886ffa1b6322,ec4aecf2-d68f-4ead-87aa-dd622d0051e0,pause,2026-01-11 18:26:18.751219+00:00,737664.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,737.664,0.32
4846,c2985d2f-489f-41ca-aa3a-886ffa1b6322,aec414a3-ae82-45eb-bca3-e59d03756814,play,2026-01-11 18:10:18.751228+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,,
4847,c2985d2f-489f-41ca-aa3a-886ffa1b6322,6224f2fb-4374-4b0a-874c-5ad9f8c43774,finish,2026-01-11 18:50:18.751237+00:00,1211695.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1211.695,0.53
4848,c2985d2f-489f-41ca-aa3a-886ffa1b6322,c669046e-c4dd-4fa0-8d40-c11094425db5,finish,2026-01-11 18:18:18.751246+00:00,148367.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,148.367,0.06
4849,c2985d2f-489f-41ca-aa3a-886ffa1b6322,068e2fa8-1f9b-456a-acee-78a310c51ab6,click,2026-01-11 18:08:18.751255+00:00,,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4850,c2985d2f-489f-41ca-aa3a-886ffa1b6322,79cdf34d-38c3-499d-992d-6b249922e63d,pause,2026-01-11 18:16:18.751264+00:00,1592834.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,1592.834,0.69
4851,c2985d2f-489f-41ca-aa3a-886ffa1b6322,8ea282d8-cccf-4d09-9f18-1d4c786f72b5,pause,2026-01-11 18:55:18.751273+00:00,558218.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,558.218,0.24
4852,c2985d2f-489f-41ca-aa3a-886ffa1b6322,40121cd5-a7be-4529-af97-a9e6c2b710cc,play,2026-01-11 18:06:18.751293+00:00,1010433.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1010.433,0.44
4853,c2985d2f-489f-41ca-aa3a-886ffa1b6322,6a05a4f6-e204-424a-b3f8-720a24b70d2e,pause,2026-01-11 17:56:18.751304+00:00,1686490.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1686.49,0.73
4854,c2985d2f-489f-41ca-aa3a-886ffa1b6322,299b7ac5-3d34-418d-9b45-8dcf27fdb2f6,pause,2026-01-11 18:03:18.751313+00:00,1064193.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1064.193,0.46
4855,c2985d2f-489f-41ca-aa3a-886ffa1b6322,b0f89ab3-1772-4fd2-8be2-d636bda2cf7d,pause,2026-01-11 18:35:18.751323+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,,
4856,c2985d2f-489f-41ca-aa3a-886ffa1b6322,e4c1d39d-f90a-4e94-9187-60b99dfb6f68,finish,2026-01-11 18:46:18.751332+00:00,1659553.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,1659.553,0.72
4857,c2985d2f-489f-41ca-aa3a-886ffa1b6322,69bc722b-6214-4687-8684-6e91340e7fe4,play,2026-01-11 18:41:18.751341+00:00,636048.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,636.048,0.28
4858,c2985d2f-489f-41ca-aa3a-886ffa1b6322,a36c9666-9034-424f-861c-2f2847dcb632,click,2026-01-11 17:59:18.751350+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4859,c2985d2f-489f-41ca-aa3a-886ffa1b6322,df03ed68-31f8-47ef-a59c-7d49697e3916,click,2026-01-11 18:19:18.751359+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,,
4860,c2985d2f-489f-41ca-aa3a-886ffa1b6322,7ad67c31-73f8-4b4e-b726-288dd4e58dec,pause,2026-01-11 18:27:18.751368+00:00,1721704.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,1721.704,0.75
4861,c2985d2f-489f-41ca-aa3a-886ffa1b6322,61b54481-140c-4a34-a822-40f0f8015b77,play,2026-01-11 18:48:18.751377+00:00,412346.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,412.346,0.18
4862,c2985d2f-489f-41ca-aa3a-886ffa1b6322,b1743573-8625-4c89-9ca9-77b156ed4400,finish,2026-01-11 18:04:18.751386+00:00,,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,,
4863,c2985d2f-489f-41ca-aa3a-886ffa1b6322,98e54bb3-bc66-451a-930b-c0e8316f6f00,click,2026-01-11 18:18:18.751395+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4864,c2985d2f-489f-41ca-aa3a-886ffa1b6322,a85e5693-8066-4d5f-8218-a7bb5ce4e146,play,2026-01-11 18:19:18.751404+00:00,474695.0,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,474.695,0.21
4865,c2985d2f-489f-41ca-aa3a-886ffa1b6322,19f3c4b6-cc10-437b-af6d-98ab77f2ca09,pause,2026-01-11 18:14:18.751413+00:00,798254.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,798.254,0.35
4866,c2985d2f-489f-41ca-aa3a-886ffa1b6322,fb2810c2-6eb5-4f86-831a-c5237453a994,click,2026-01-11 18:36:18.751422+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4867,c2985d2f-489f-41ca-aa3a-886ffa1b6322,b51855fd-4976-4b61-8340-2d2597f6caef,click,2026-01-11 18:08:18.751431+00:00,,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4868,c2985d2f-489f-41ca-aa3a-886ffa1b6322,d3371cc6-c064-41a8-b49a-0ab593232571,pause,2026-01-11 18:19:18.751440+00:00,110188.0,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,110.188,0.05
4869,c2985d2f-489f-41ca-aa3a-886ffa1b6322,2a8bf37d-ad04-4118-bf7f-c9752e3a005a,play,2026-01-11 18:30:18.751449+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4870,c2985d2f-489f-41ca-aa3a-886ffa1b6322,088d0a75-d561-4568-8d10-6835e9ba0e23,play,2026-01-11 18:18:18.751457+00:00,2028805.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,2028.805,0.88
4871,c2985d2f-489f-41ca-aa3a-886ffa1b6322,a5e7d02b-7872-4cad-893a-8c5d46e37c49,click,2026-01-11 18:32:18.751467+00:00,,android,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,,
4872,c2985d2f-489f-41ca-aa3a-886ffa1b6322,6d90674f-be5d-45cb-aa4f-ae1950880fd4,finish,2026-01-11 18:53:18.751475+00:00,1550386.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1550.386,0.67
4873,c2985d2f-489f-41ca-aa3a-886ffa1b6322,27bd9e12-ce21-4dd3-9540-2fe864010081,play,2026-01-11 18:41:18.751485+00:00,596617.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,596.617,0.26
4874,c2985d2f-489f-41ca-aa3a-886ffa1b6322,68bc6332-523e-4b20-8d73-cd5af50e7446,pause,2026-01-11 18:32:18.751494+00:00,285409.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,285.409,0.12
4875,c2985d2f-489f-41ca-aa3a-886ffa1b6322,9a0ebf69-aada-42ab-9ebb-57311de7d637,pause,2026-01-11 18:48:18.751503+00:00,443070.0,web-safari,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,443.07,0.19
4876,c2985d2f-489f-41ca-aa3a-886ffa1b6322,06ae250e-1ec8-403f-83d4-86cea19684c3,finish,2026-01-11 18:43:18.751512+00:00,1120880.0,web-chrome,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': False}",podcast,2300,1120.88,0.49
4877,c2985d2f-489f-41ca-aa3a-886ffa1b6322,920ddf9d-b0ef-4811-9040-f0d9cfec48c7,play,2026-01-11 18:29:18.751530+00:00,313683.0,ios,"{'country': 'SA', 'city': 'Riyadh', 'language': 'ar', 'user_type': 'registered', 'is_subscribed': True, 'trial_user': False, 'autoplay': False, 'is_background_play': True}",podcast,2300,313.683,0.14
